sample_id,status_raw,turno,tem_obs,classe
SMP-004108,EM ANALISE,A,True,revisar
SMP-005652,ESPECIFICAÇÃO EM REVISÃO,B,False,revisar
SMP-003363,FORA DE ESPECIFICACAO,C,False,recusar_automatico
SMP-000077,EM ANALISE,A,False,recusar_automatico
SMP-008620,AJUSTE CONCLUIDO,A,False,valido_automatico
SMP-007973,EM AJUSTE,C,False,revisar
SMP-005119,AGUARDANDO REINSPEÇÃO,A,False,revisar
SMP-010882,APROVADO PARCIAL,C,False,valido_automatico
SMP-009949,AJUSTE CONCLUIDO,B,True,valido_automatico
SMP-010020,AJUSTE CONCLUIDO,B,True,valido_automatico
SMP-008609,APROVADO PARCIAL,A,True,valido_automatico
SMP-008754,AJUSTE CONCLUIDO,A,True,valido_automatico
SMP-009850,PENDENTE,B,True,valido_automatico
SMP-010276,APROVADO PARCIAL,B,False,valido_automatico
SMP-011785,AJUSTE CONCLUIDO,C,True,valido_automatico
SMP-009068,AJUSTE CONCLUIDO,A,False,valido_automatico
SMP-011490,APROVADO PARCIAL,C,True,valido_automatico
SMP-008924,APROVADO PARCIAL,A,False,valido_automatico
SMP-000782,CANCELADO,A,True,recusar_automatico
SMP-006612,EM ANALISE,B,False,revisar
SMP-007587,AGUARDANDO REINSPEÇÃO,C,False,revisar
SMP-001184,CANCELADO,A,True,recusar_automatico
SMP-006728,AGUARDANDO REINSPEÇÃO,C,True,revisar
SMP-003471,REINSPECAO REPROVADA,C,False,recusar_automatico
SMP-004576,EM ANALISE,A,True,revisar
SMP-007263,APROVADO PARCIAL,C,False,revisar
SMP-006381,EM ANALISE,B,False,revisar
SMP-007947,ESPECIFICAÇÃO EM REVISÃO,C,False,revisar
SMP-010669,AJUSTE CONCLUIDO,C,True,valido_automatico
SMP-003724,REINSPECAO REPROVADA,C,False,recusar_automatico
SMP-007507,EM ANALISE,C,False,revisar
SMP-003587,FORA DE ESPECIFICACAO,C,False,recusar_automatico
SMP-006840,EM AJUSTE,C,True,revisar
SMP-004294,EM ANALISE,A,False,revisar
SMP-006166,AJUSTE CONCLUIDO,B,False,revisar
SMP-002531,REINSPECAO REPROVADA,B,False,recusar_automatico
SMP-009999,APROVADO PARCIAL,B,True,valido_automatico
SMP-005298,ESPECIFICAÇÃO EM REVISÃO,A,False,revisar
SMP-005628,AGUARDANDO REINSPEÇÃO,B,True,revisar
SMP-006719,CANCELADO,C,False,revisar
SMP-001186,EM AJUSTE,A,True,recusar_automatico
SMP-002006,CANCELADO,B,False,recusar_automatico
SMP-000792,CANCELADO,A,True,recusar_automatico
SMP-006820,EM ANALISE,C,True,revisar
SMP-004113,EM ANALISE,A,False,revisar
SMP-006081,ESPECIFICAÇÃO EM REVISÃO,B,True,revisar
SMP-002494,FORA DE ESPECIFICACAO,B,True,recusar_automatico
SMP-010729,EM ANÁLISE,C,False,valido_automatico
SMP-009916,EM AJUSTE,B,True,valido_automatico
SMP-011878,AJUSTE CONCLUIDO,C,True,valido_automatico
SMP-010214,AJUSTE CONCLUIDO,B,True,valido_automatico
SMP-011109,AJUSTE CONCLUIDO,C,False,valido_automatico
SMP-010415,APROVADO PARCIAL,B,True,valido_automatico
SMP-009697,ESPECIFICAÇÃO EM REVISÃO,B,True,valido_automatico
SMP-006640,AGUARDANDO REINSPEÇÃO,B,True,revisar
SMP-000766,CANCELADO,A,True,recusar_automatico
SMP-000489,CANCELADO,A,True,recusar_automatico
SMP-001244,FORA DE ESPECIFICACAO,A,True,recusar_automatico
SMP-009630,AJUSTE CONCLUIDO,B,True,valido_automatico
SMP-003140,FORA DE ESPECIFICACAO,C,True,recusar_automatico
SMP-005835,PENDENTE,B,True,revisar
SMP-007614,PENDENTE,C,True,revisar
SMP-001044,AJUSTE REPROVADO,A,False,recusar_automatico
SMP-000537,AJUSTE REPROVADO,A,True,recusar_automatico
SMP-009122,APROVADO PARCIAL,A,False,valido_automatico
SMP-007346,PENDENTE,C,True,revisar
SMP-004179,PENDENTE,A,True,revisar
SMP-007534,EM AJUSTE,C,True,revisar
SMP-007493,ESPECIFICAÇÃO EM REVISÃO,C,True,revisar
SMP-000268,FORA DE ESPECIFICACAO,A,False,recusar_automatico
SMP-008388,AGUARDANDO REINSPEÇÃO,A,True,valido_automatico
SMP-009212,PENDENTE,A,False,valido_automatico
SMP-009210,AJUSTE CONCLUIDO,A,False,valido_automatico
SMP-010022,APROVADO PARCIAL,B,False,valido_automatico
SMP-008461,EM ANÁLISE,A,True,valido_automatico
SMP-008023,APROVADO PARCIAL,A,True,valido_automatico
SMP-002272,EM AJUSTE,B,True,recusar_automatico
SMP-007075,AGUARDANDO REINSPEÇÃO,C,False,revisar
SMP-006073,REINSPECAO REPROVADA,B,True,revisar
SMP-002674,REINSPECAO REPROVADA,C,True,recusar_automatico
SMP-009701,PENDENTE,B,False,valido_automatico
SMP-000545,AJUSTE REPROVADO,A,True,recusar_automatico
SMP-011754,AJUSTE REPROVADO,C,False,valido_automatico
SMP-011075,EM AJUSTE,C,True,valido_automatico
SMP-006299,PENDENTE,B,True,revisar
SMP-006492,ESPECIFICAÇÃO EM REVISÃO,B,False,revisar
SMP-009287,PENDENTE,A,True,valido_automatico
SMP-011299,EM ANÁLISE,C,True,valido_automatico
SMP-008141,APROVADO PARCIAL,A,False,valido_automatico
SMP-004666,EM ANALISE,A,True,revisar
SMP-000721,FORA DE ESPECIFICACAO,A,True,recusar_automatico
SMP-011753,EM ANÁLISE,C,False,valido_automatico
SMP-010005,EM ANÁLISE,B,True,valido_automatico
SMP-005816,PENDENTE,B,True,revisar
SMP-011639,APROVADO PARCIAL,C,False,valido_automatico
SMP-007540,EM ANALISE,C,False,revisar
SMP-010430,AJUSTE CONCLUIDO,B,True,valido_automatico
SMP-004508,PENDENTE,A,False,revisar
SMP-001633,FORA DE ESPECIFICACAO,B,True,recusar_automatico
SMP-008568,PENDENTE,A,False,valido_automatico
SMP-005590,AGUARDANDO REINSPEÇÃO,B,False,revisar
SMP-001513,REINSPECAO REPROVADA,B,False,recusar_automatico
SMP-002079,CANCELADO,B,True,recusar_automatico
SMP-011581,AJUSTE CONCLUIDO,C,False,valido_automatico
SMP-007520,EM AJUSTE,C,True,revisar
SMP-001753,CANCELADO,B,True,recusar_automatico
SMP-005513,REINSPECAO REPROVADA,B,True,revisar
SMP-004247,EM ANALISE,A,True,revisar
SMP-003803,REINSPECAO REPROVADA,C,True,recusar_automatico
SMP-008710,AJUSTE CONCLUIDO,A,True,valido_automatico
SMP-005724,EM ANALISE,B,False,revisar
SMP-003638,AJUSTE REPROVADO,C,False,recusar_automatico
SMP-004276,REINSPECAO REPROVADA,A,False,revisar
SMP-008665,EM AJUSTE,A,True,valido_automatico
SMP-008504,AJUSTE REPROVADO,A,True,valido_automatico
SMP-006059,AGUARDANDO REINSPEÇÃO,B,True,revisar
SMP-007050,PENDENTE,C,False,revisar
SMP-006457,EM ANALISE,B,False,revisar
SMP-002279,REINSPECAO REPROVADA,B,False,recusar_automatico
SMP-001215,AJUSTE REPROVADO,A,True,recusar_automatico
SMP-002737,PENDENTE,C,True,recusar_automatico
SMP-003059,REINSPECAO REPROVADA,C,False,recusar_automatico
SMP-002140,AJUSTE REPROVADO,B,False,recusar_automatico
SMP-003593,FORA DE ESPECIFICACAO,C,True,recusar_automatico
SMP-001425,CANCELADO,B,True,recusar_automatico
SMP-008485,APROVADO PARCIAL,A,False,valido_automatico
SMP-007232,AJUSTE CONCLUIDO,C,True,revisar
SMP-010361,APROVADO PARCIAL,B,True,valido_automatico
SMP-002835,CANCELADO,C,False,recusar_automatico
SMP-005339,EM ANALISE,B,True,revisar
SMP-008184,AJUSTE CONCLUIDO,A,False,valido_automatico
SMP-000921,FORA DE ESPECIFICACAO,A,False,recusar_automatico
SMP-011197,APROVADO PARCIAL,C,True,valido_automatico
SMP-004659,ESPECIFICAÇÃO EM REVISÃO,A,True,revisar
SMP-002643,CANCELADO,B,True,recusar_automatico
SMP-002589,REINSPECAO REPROVADA,B,True,recusar_automatico
SMP-006108,PENDENTE,B,False,revisar
SMP-002657,REINSPECAO REPROVADA,B,False,recusar_automatico
SMP-002311,CANCELADO,B,False,recusar_automatico
SMP-008991,EM AJUSTE,A,False,valido_automatico
SMP-003026,CANCELADO,C,False,recusar_automatico
SMP-005910,AGUARDANDO REINSPEÇÃO,B,True,revisar
SMP-008058,APROVADO PARCIAL,A,False,valido_automatico
SMP-000688,EM AJUSTE,A,False,recusar_automatico
SMP-002694,AJUSTE REPROVADO,C,False,recusar_automatico
SMP-000216,CANCELADO,A,True,recusar_automatico
SMP-000206,REINSPECAO REPROVADA,A,True,recusar_automatico
SMP-006927,PENDENTE,C,False,revisar
SMP-004244,AGUARDANDO REINSPEÇÃO,A,False,revisar
SMP-008340,PENDENTE,A,False,valido_automatico
SMP-001955,AJUSTE REPROVADO,B,False,recusar_automatico
SMP-003175,FORA DE ESPECIFICACAO,C,False,recusar_automatico
SMP-010620,AJUSTE REPROVADO,B,True,valido_automatico
SMP-010496,APROVADO PARCIAL,B,True,valido_automatico
SMP-005040,EM ANALISE,A,False,revisar
SMP-006246,ESPECIFICAÇÃO EM REVISÃO,B,False,revisar
SMP-008984,AJUSTE CONCLUIDO,A,False,valido_automatico
SMP-009685,APROVADO PARCIAL,B,False,valido_automatico
SMP-000102,CANCELADO,A,True,recusar_automatico
SMP-001608,FORA DE ESPECIFICACAO,B,False,recusar_automatico
SMP-007409,AJUSTE CONCLUIDO,C,False,revisar
SMP-007909,PENDENTE,C,True,revisar
SMP-001006,REINSPECAO REPROVADA,A,True,recusar_automatico
SMP-004539,EM ANALISE,A,True,revisar
SMP-003726,CANCELADO,C,True,recusar_automatico
SMP-000946,AJUSTE REPROVADO,A,False,recusar_automatico
SMP-007790,EM ANALISE,C,False,revisar
SMP-008944,ESPECIFICAÇÃO EM REVISÃO,A,True,valido_automatico
SMP-005974,EM AJUSTE,B,False,revisar
SMP-003498,CANCELADO,C,False,recusar_automatico
SMP-009859,AGUARDANDO REINSPEÇÃO,B,False,valido_automatico
SMP-001729,AGUARDANDO REINSPEÇÃO,B,True,recusar_automatico
SMP-010029,APROVADO PARCIAL,B,True,valido_automatico
SMP-007245,AGUARDANDO REINSPEÇÃO,C,True,revisar
SMP-011874,APROVADO PARCIAL,C,False,valido_automatico
SMP-007607,ESPECIFICAÇÃO EM REVISÃO,C,True,revisar
SMP-009445,APROVADO PARCIAL,B,False,valido_automatico
SMP-010779,EM ANÁLISE,C,False,valido_automatico
SMP-004860,AGUARDANDO REINSPEÇÃO,A,True,revisar
SMP-001965,CANCELADO,B,False,recusar_automatico
SMP-004669,AJUSTE CONCLUIDO,A,False,revisar
SMP-000403,FORA DE ESPECIFICACAO,A,False,recusar_automatico
SMP-009624,AJUSTE CONCLUIDO,B,False,valido_automatico
SMP-009533,EM AJUSTE,B,False,valido_automatico
SMP-002094,CANCELADO,B,True,recusar_automatico
SMP-007019,ESPECIFICAÇÃO EM REVISÃO,C,False,revisar
SMP-002857,AJUSTE REPROVADO,C,True,recusar_automatico
SMP-007596,AGUARDANDO REINSPEÇÃO,C,False,revisar
SMP-011404,APROVADO PARCIAL,C,False,valido_automatico
SMP-010868,AJUSTE CONCLUIDO,C,True,valido_automatico
SMP-010336,AJUSTE CONCLUIDO,B,False,valido_automatico
SMP-001171,AJUSTE REPROVADO,A,True,recusar_automatico
SMP-008042,AJUSTE CONCLUIDO,A,False,valido_automatico
SMP-003572,AJUSTE REPROVADO,C,True,recusar_automatico
SMP-001984,REINSPECAO REPROVADA,B,False,recusar_automatico
SMP-005194,PENDENTE,A,False,revisar
SMP-011700,EM ANÁLISE,C,False,valido_automatico
SMP-007668,PENDENTE,C,True,revisar
SMP-010952,AJUSTE CONCLUIDO,C,True,valido_automatico
SMP-005815,PENDENTE,B,True,revisar
SMP-008048,EM AJUSTE,A,False,valido_automatico
SMP-006407,ESPECIFICAÇÃO EM REVISÃO,B,False,revisar
SMP-001896,CANCELADO,B,False,recusar_automatico
SMP-002294,AGUARDANDO REINSPEÇÃO,B,True,recusar_automatico
SMP-005366,AGUARDANDO REINSPEÇÃO,B,False,revisar
SMP-006669,AGUARDANDO REINSPEÇÃO,C,False,revisar
SMP-007495,AGUARDANDO REINSPEÇÃO,C,False,revisar
SMP-007429,AGUARDANDO REINSPEÇÃO,C,True,revisar
SMP-002882,AJUSTE REPROVADO,C,True,recusar_automatico
SMP-005191,AJUSTE REPROVADO,A,True,revisar
SMP-001763,ESPECIFICAÇÃO EM REVISÃO,B,False,recusar_automatico
SMP-010699,AJUSTE CONCLUIDO,C,True,valido_automatico
SMP-010726,EM AJUSTE,C,True,valido_automatico
SMP-010607,APROVADO PARCIAL,B,False,valido_automatico
SMP-000249,PENDENTE,A,True,recusar_automatico
SMP-010921,PENDENTE,C,True,valido_automatico
SMP-003351,AJUSTE REPROVADO,C,False,recusar_automatico
SMP-011451,EM AJUSTE,C,False,valido_automatico
SMP-003427,CANCELADO,C,True,recusar_automatico
SMP-004118,AGUARDANDO REINSPEÇÃO,A,True,revisar
SMP-009879,APROVADO PARCIAL,B,True,valido_automatico
SMP-006936,EM ANALISE,C,False,revisar
SMP-004266,AGUARDANDO REINSPEÇÃO,A,True,revisar
SMP-004155,ESPECIFICAÇÃO EM REVISÃO,A,True,revisar
SMP-001557,REINSPECAO REPROVADA,B,False,recusar_automatico
SMP-009770,EM ANÁLISE,B,False,valido_automatico
SMP-006342,ESPECIFICAÇÃO EM REVISÃO,B,False,revisar
SMP-011352,AJUSTE CONCLUIDO,C,False,valido_automatico
SMP-004994,PENDENTE,A,True,revisar
SMP-002096,AJUSTE REPROVADO,B,True,recusar_automatico
SMP-002682,FORA DE ESPECIFICACAO,C,False,recusar_automatico
SMP-006394,EM ANALISE,B,True,revisar
SMP-009808,AJUSTE REPROVADO,B,True,valido_automatico
SMP-000374,AJUSTE REPROVADO,A,False,recusar_automatico
SMP-010469,APROVADO PARCIAL,B,True,valido_automatico
SMP-003974,CANCELADO,C,True,recusar_automatico
SMP-007301,EM ANALISE,C,True,revisar
SMP-000872,CANCELADO,A,False,recusar_automatico
SMP-004429,EM ANALISE,A,True,revisar
SMP-001328,CANCELADO,A,False,recusar_automatico
SMP-008983,APROVADO PARCIAL,A,True,valido_automatico
SMP-009833,AJUSTE CONCLUIDO,B,True,valido_automatico
SMP-010994,AJUSTE CONCLUIDO,C,True,valido_automatico
SMP-003942,FORA DE ESPECIFICACAO,C,False,recusar_automatico
SMP-001781,EM AJUSTE,B,True,recusar_automatico
SMP-008185,AJUSTE REPROVADO,A,False,valido_automatico
SMP-002392,AJUSTE REPROVADO,B,True,recusar_automatico
SMP-000535,FORA DE ESPECIFICACAO,A,False,recusar_automatico
SMP-006309,ESPECIFICAÇÃO EM REVISÃO,B,True,revisar
SMP-009154,APROVADO PARCIAL,A,True,valido_automatico
SMP-005351,EM ANALISE,B,False,revisar
SMP-010364,APROVADO PARCIAL,B,False,valido_automatico
SMP-010766,EM AJUSTE,C,True,valido_automatico
SMP-004314,ESPECIFICAÇÃO EM REVISÃO,A,False,revisar
SMP-007272,AGUARDANDO REINSPEÇÃO,C,True,revisar
SMP-007950,ESPECIFICAÇÃO EM REVISÃO,C,True,revisar
SMP-011422,EM AJUSTE,C,False,valido_automatico
SMP-007154,EM ANALISE,C,True,revisar
SMP-000957,CANCELADO,A,False,recusar_automatico
SMP-000755,ESPECIFICAÇÃO EM REVISÃO,A,True,recusar_automatico
SMP-001723,CANCELADO,B,False,recusar_automatico
SMP-007502,EM ANALISE,C,True,revisar
SMP-003844,CANCELADO,C,True,recusar_automatico
SMP-010340,APROVADO PARCIAL,B,False,valido_automatico
SMP-006515,AGUARDANDO REINSPEÇÃO,B,True,revisar
SMP-011557,AJUSTE CONCLUIDO,C,False,valido_automatico
SMP-010202,EM AJUSTE,B,True,valido_automatico
SMP-006087,PENDENTE,B,False,revisar
SMP-009934,EM ANÁLISE,B,True,valido_automatico
SMP-002675,REINSPECAO REPROVADA,C,True,recusar_automatico
SMP-001901,FORA DE ESPECIFICACAO,B,True,recusar_automatico
SMP-005422,EM ANALISE,B,False,revisar
SMP-004085,AJUSTE CONCLUIDO,A,True,revisar
SMP-001642,AJUSTE REPROVADO,B,False,recusar_automatico
SMP-007146,AGUARDANDO REINSPEÇÃO,C,True,revisar
SMP-006118,EM ANALISE,B,True,revisar
SMP-000718,FORA DE ESPECIFICACAO,A,False,recusar_automatico
SMP-008687,AJUSTE CONCLUIDO,A,False,valido_automatico
SMP-006460,PENDENTE,B,True,revisar
SMP-000615,AJUSTE REPROVADO,A,False,recusar_automatico
SMP-003451,AJUSTE REPROVADO,C,False,recusar_automatico
SMP-008602,AJUSTE CONCLUIDO,A,True,valido_automatico
SMP-003881,REINSPECAO REPROVADA,C,False,recusar_automatico
SMP-001462,REINSPECAO REPROVADA,B,True,recusar_automatico
SMP-005221,PENDENTE,A,True,revisar
SMP-001064,CANCELADO,A,False,recusar_automatico
SMP-011157,APROVADO PARCIAL,C,True,valido_automatico
SMP-001024,FORA DE ESPECIFICACAO,A,True,recusar_automatico
SMP-005238,EM ANALISE,A,True,revisar
SMP-004522,EM ANALISE,A,False,revisar
SMP-008748,PENDENTE,A,True,valido_automatico
SMP-010024,APROVADO PARCIAL,B,False,valido_automatico
SMP-005923,EM ANALISE,B,False,revisar
SMP-001206,REINSPECAO REPROVADA,A,True,recusar_automatico
SMP-010002,APROVADO PARCIAL,B,False,valido_automatico
SMP-004131,EM ANALISE,A,True,revisar
SMP-007121,EM ANALISE,C,True,revisar
SMP-001470,FORA DE ESPECIFICACAO,B,False,recusar_automatico
SMP-009135,AJUSTE CONCLUIDO,A,True,valido_automatico
SMP-003727,FORA DE ESPECIFICACAO,C,True,recusar_automatico
SMP-010442,EM AJUSTE,B,False,valido_automatico
SMP-001576,AGUARDANDO REINSPEÇÃO,B,True,recusar_automatico
SMP-006199,AGUARDANDO REINSPEÇÃO,B,True,revisar
SMP-002418,REINSPECAO REPROVADA,B,False,recusar_automatico
SMP-003185,CANCELADO,C,True,recusar_automatico
SMP-011031,EM AJUSTE,C,False,valido_automatico
SMP-007691,PENDENTE,C,False,revisar
SMP-005583,AJUSTE CONCLUIDO,B,False,revisar
SMP-011778,APROVADO PARCIAL,C,True,valido_automatico
SMP-008990,AJUSTE CONCLUIDO,A,True,valido_automatico
SMP-002584,AJUSTE REPROVADO,B,False,recusar_automatico
SMP-009253,AJUSTE REPROVADO,A,False,valido_automatico
SMP-001405,AJUSTE REPROVADO,B,True,recusar_automatico
SMP-004107,AJUSTE CONCLUIDO,A,True,revisar
SMP-007003,AGUARDANDO REINSPEÇÃO,C,False,revisar
SMP-004400,PENDENTE,A,False,revisar
SMP-006383,ESPECIFICAÇÃO EM REVISÃO,B,False,revisar
SMP-008848,EM AJUSTE,A,False,valido_automatico
SMP-010564,APROVADO PARCIAL,B,False,valido_automatico
SMP-001153,FORA DE ESPECIFICACAO,A,False,recusar_automatico
SMP-003307,REINSPECAO REPROVADA,C,False,recusar_automatico
SMP-005492,EM ANALISE,B,False,revisar
SMP-006369,ESPECIFICAÇÃO EM REVISÃO,B,True,revisar
SMP-003874,AJUSTE REPROVADO,C,True,recusar_automatico
SMP-001515,REINSPECAO REPROVADA,B,True,recusar_automatico
SMP-009158,PENDENTE,A,True,valido_automatico
SMP-006190,PENDENTE,B,False,revisar
SMP-008986,APROVADO PARCIAL,A,True,valido_automatico
SMP-009582,EM AJUSTE,B,False,valido_automatico
SMP-003423,AJUSTE REPROVADO,C,False,recusar_automatico
SMP-003329,CANCELADO,C,False,recusar_automatico
SMP-005846,CANCELADO,B,False,revisar
SMP-006730,PENDENTE,C,False,revisar
SMP-004896,PENDENTE,A,False,revisar
SMP-004305,AJUSTE CONCLUIDO,A,False,revisar
SMP-003142,AJUSTE REPROVADO,C,True,recusar_automatico
SMP-005972,REINSPECAO REPROVADA,B,True,revisar
SMP-010718,APROVADO PARCIAL,C,True,valido_automatico
SMP-005229,ESPECIFICAÇÃO EM REVISÃO,A,False,revisar
SMP-004565,EM AJUSTE,A,False,revisar
SMP-002050,AJUSTE REPROVADO,B,True,recusar_automatico
SMP-011242,AJUSTE CONCLUIDO,C,True,valido_automatico
SMP-008423,AJUSTE CONCLUIDO,A,True,valido_automatico
SMP-006940,EM ANALISE,C,True,revisar
SMP-004998,PENDENTE,A,True,revisar
SMP-010704,APROVADO PARCIAL,C,False,valido_automatico
SMP-005311,EM ANALISE,A,False,revisar
SMP-008222,EM AJUSTE,A,False,valido_automatico
SMP-002194,CANCELADO,B,True,recusar_automatico
SMP-006486,PENDENTE,B,True,revisar
SMP-001286,CANCELADO,A,True,recusar_automatico
SMP-011999,EM ANÁLISE,C,True,valido_automatico
SMP-006782,PENDENTE,C,True,revisar
SMP-006441,EM AJUSTE,B,True,revisar
SMP-002367,PENDENTE,B,True,recusar_automatico
SMP-011100,EM ANÁLISE,C,False,valido_automatico
SMP-006399,EM ANALISE,B,False,revisar
SMP-002840,AJUSTE REPROVADO,C,True,recusar_automatico
SMP-010127,AJUSTE CONCLUIDO,B,True,valido_automatico
SMP-004498,CANCELADO,A,True,revisar
SMP-001131,AJUSTE REPROVADO,A,True,recusar_automatico
SMP-004338,APROVADO PARCIAL,A,False,revisar
SMP-004308,REINSPECAO REPROVADA,A,False,revisar
SMP-010530,AJUSTE CONCLUIDO,B,False,valido_automatico
SMP-011396,AJUSTE REPROVADO,C,False,valido_automatico
SMP-004789,AGUARDANDO REINSPEÇÃO,A,True,revisar
SMP-000699,PENDENTE,A,True,recusar_automatico
SMP-002399,AJUSTE REPROVADO,B,False,recusar_automatico
SMP-001678,FORA DE ESPECIFICACAO,B,True,recusar_automatico
SMP-008511,AJUSTE CONCLUIDO,A,False,valido_automatico
SMP-002300,CANCELADO,B,True,recusar_automatico
SMP-004145,EM ANALISE,A,True,revisar
SMP-003000,REINSPECAO REPROVADA,C,False,recusar_automatico
SMP-002905,REINSPECAO REPROVADA,C,True,recusar_automatico
SMP-004132,PENDENTE,A,False,revisar
SMP-002251,CANCELADO,B,False,recusar_automatico
SMP-009467,APROVADO PARCIAL,B,False,valido_automatico
SMP-009765,AGUARDANDO REINSPEÇÃO,B,False,valido_automatico
SMP-001839,REINSPECAO REPROVADA,B,False,recusar_automatico
SMP-003696,FORA DE ESPECIFICACAO,C,False,recusar_automatico
SMP-000956,REINSPECAO REPROVADA,A,True,recusar_automatico
SMP-007705,PENDENTE,C,False,revisar
SMP-001662,REINSPECAO REPROVADA,B,True,recusar_automatico
SMP-009100,APROVADO PARCIAL,A,False,valido_automatico
SMP-002117,AJUSTE REPROVADO,B,False,recusar_automatico
SMP-007960,AGUARDANDO REINSPEÇÃO,C,True,revisar
SMP-006981,EM ANALISE,C,False,revisar
SMP-001907,CANCELADO,B,False,recusar_automatico
SMP-005894,AGUARDANDO REINSPEÇÃO,B,False,revisar
SMP-007969,ESPECIFICAÇÃO EM REVISÃO,C,True,revisar
SMP-008768,AGUARDANDO REINSPEÇÃO,A,False,valido_automatico
SMP-003130,CANCELADO,C,False,recusar_automatico
SMP-001294,CANCELADO,A,True,recusar_automatico
SMP-006814,PENDENTE,C,True,revisar
SMP-000976,CANCELADO,A,False,recusar_automatico
SMP-010969,EM AJUSTE,C,True,valido_automatico
SMP-001707,FORA DE ESPECIFICACAO,B,True,recusar_automatico
SMP-006819,EM ANALISE,C,False,revisar
SMP-007309,EM ANALISE,C,False,revisar
SMP-005290,PENDENTE,A,True,revisar
SMP-007100,AGUARDANDO REINSPEÇÃO,C,False,revisar
SMP-011446,PENDENTE,C,False,valido_automatico
SMP-000780,FORA DE ESPECIFICACAO,A,True,recusar_automatico
SMP-009733,AGUARDANDO REINSPEÇÃO,B,True,valido_automatico
SMP-000205,CANCELADO,A,False,recusar_automatico
SMP-003309,REINSPECAO REPROVADA,C,True,recusar_automatico
SMP-001295,FORA DE ESPECIFICACAO,A,False,recusar_automatico
SMP-000135,REINSPECAO REPROVADA,A,False,recusar_automatico
SMP-006808,EM ANALISE,C,False,revisar
SMP-005726,AGUARDANDO REINSPEÇÃO,B,True,revisar
SMP-001323,CANCELADO,A,True,recusar_automatico
SMP-007375,PENDENTE,C,False,revisar
SMP-011007,EM AJUSTE,C,True,valido_automatico
SMP-009038,AJUSTE CONCLUIDO,A,True,valido_automatico
SMP-009622,EM AJUSTE,B,False,valido_automatico
SMP-000585,AJUSTE REPROVADO,A,True,recusar_automatico
SMP-003145,REINSPECAO REPROVADA,C,True,recusar_automatico
SMP-000453,EM ANALISE,A,False,recusar_automatico
SMP-004141,PENDENTE,A,True,revisar
SMP-010992,AGUARDANDO REINSPEÇÃO,C,True,valido_automatico
SMP-008286,EM AJUSTE,A,False,valido_automatico
SMP-011610,EM AJUSTE,C,True,valido_automatico
SMP-006872,APROVADO PARCIAL,C,False,revisar
SMP-009815,APROVADO PARCIAL,B,True,valido_automatico
SMP-005473,EM ANALISE,B,True,revisar
SMP-010582,APROVADO PARCIAL,B,False,valido_automatico
SMP-004135,PENDENTE,A,True,revisar
SMP-004496,AGUARDANDO REINSPEÇÃO,A,True,revisar
SMP-006536,AGUARDANDO REINSPEÇÃO,B,False,revisar
SMP-008590,EM AJUSTE,A,True,valido_automatico
SMP-003997,CANCELADO,C,True,recusar_automatico
SMP-008148,APROVADO PARCIAL,A,False,valido_automatico
SMP-010730,APROVADO PARCIAL,C,False,valido_automatico
SMP-007655,ESPECIFICAÇÃO EM REVISÃO,C,False,revisar
SMP-003348,AJUSTE REPROVADO,C,False,recusar_automatico
SMP-004210,ESPECIFICAÇÃO EM REVISÃO,A,True,revisar
SMP-010667,APROVADO PARCIAL,B,True,valido_automatico
SMP-003772,AJUSTE REPROVADO,C,False,recusar_automatico
SMP-006055,AGUARDANDO REINSPEÇÃO,B,True,revisar
SMP-008017,EM ANÁLISE,A,False,valido_automatico
SMP-005966,EM ANALISE,B,True,revisar
SMP-002530,REINSPECAO REPROVADA,B,False,recusar_automatico
SMP-004649,ESPECIFICAÇÃO EM REVISÃO,A,False,revisar
SMP-008443,PENDENTE,A,False,valido_automatico
SMP-003431,PENDENTE,C,False,recusar_automatico
SMP-006942,AJUSTE REPROVADO,C,False,revisar
SMP-001495,AJUSTE REPROVADO,B,False,recusar_automatico
SMP-000987,REINSPECAO REPROVADA,A,False,recusar_automatico
SMP-002878,REINSPECAO REPROVADA,C,True,recusar_automatico
SMP-010566,EM AJUSTE,B,True,valido_automatico
SMP-007772,PENDENTE,C,False,revisar
SMP-001570,REINSPECAO REPROVADA,B,False,recusar_automatico
SMP-000375,FORA DE ESPECIFICACAO,A,False,recusar_automatico
SMP-009955,APROVADO PARCIAL,B,True,valido_automatico
SMP-000729,CANCELADO,A,True,recusar_automatico
SMP-009346,EM AJUSTE,B,True,valido_automatico
SMP-005454,EM ANALISE,B,True,revisar
SMP-010052,PENDENTE,B,True,valido_automatico
SMP-010071,AJUSTE CONCLUIDO,B,True,valido_automatico
SMP-007292,ESPECIFICAÇÃO EM REVISÃO,C,False,revisar
SMP-005993,AGUARDANDO REINSPEÇÃO,B,False,revisar
SMP-003952,FORA DE ESPECIFICACAO,C,True,recusar_automatico
SMP-001997,REINSPECAO REPROVADA,B,False,recusar_automatico
SMP-006678,PENDENTE,C,True,revisar
SMP-001460,REINSPECAO REPROVADA,B,True,recusar_automatico
SMP-006358,AGUARDANDO REINSPEÇÃO,B,True,revisar
SMP-008673,AJUSTE CONCLUIDO,A,False,valido_automatico
SMP-000462,REINSPECAO REPROVADA,A,True,recusar_automatico
SMP-007390,REINSPECAO REPROVADA,C,False,revisar
SMP-010137,EM AJUSTE,B,False,valido_automatico
SMP-000590,CANCELADO,A,True,recusar_automatico
